response,onset,offset,subject,trial
number one,2.39074919271798,3.21207622068595,S83,43
number one,4.61265113074745,5.62752463660796,S83,44
number two,2.30813169242785,3.08864695295936,S83,45
number two,4.06296746740939,5.00726619583658,S83,46
number two,4.08249597418171,4.95739940427837,S83,47
number four,3.7294058035887,4.63520347927961,S83,48
number four,3.60370845928407,4.82234313492524,S83,49
number one,1.56249385213062,2.16626878208635,S83,5
number three,4.63892494349486,5.47699619799179,S83,50
number three,2.86703316625865,3.72111927511324,S83,51
number four,3.60588861994839,4.68492822604265,S83,52
number one,2.59471774325761,3.60052022672053,S83,53
number three,2.96751482396371,3.83048669020817,S83,54
number two,2.06464894422432,3.17649935620065,S83,55
number one,3.7964729300331,4.5660961001785,S83,56
number four,3.8572329558956,4.57062086020436,S83,57
number three,4.41527013968328,5.21008910219923,S83,58
number one,2.29320561606717,2.98818066538828,S83,59
number one,3.24754872704565,4.10499124101306,S83,6
number three,4.09581046694334,4.85727501376939,S83,60
number one,3.38423211039087,4.50412178031245,S83,61
number four,5.74926412352106,7.20755587238957,S83,62
number one,3.58142819933281,4.28693127464904,S83,63
number two,1.95566436040975,2.83348552786942,S83,64
number three,6.06630578535232,6.90574078924827,S83,65
number four,5.44971043212844,7.25310488495425,S83,66
number two,2.27873120501924,3.15923137909374,S83,67
number two,2.65815880015694,3.74279763700769,S83,68
number four,4.86840034741219,5.71651744152847,S83,69
number two,2.7472681668389,3.53856212065113,S83,7
number one,3.99935485594184,4.91820712471287,S83,70
number two,1.96584569814928,2.88222362218649,S83,71
number one,2.30377843723463,3.02842622648843,S83,72
number two,4.76068687404558,5.87161295040627,S83,73
number one,2.8450061451063,3.59065826135491,S83,74
number one,3.24584319295008,3.96463163440302,S83,75
number one,3.02311221717906,3.73529391605509,S83,76
number one,2.8942507152315202,3.6678624672371,S83,77
number two,4.39412465439576,5.28840752623468,S83,78
number two,2.62948514149573,3.39307255127072,S83,79
number one,6.13210415734125,7.1800858878076,S83,8
number two,1.89549697561644,2.63505180006511,S83,80
number two,3.2723318701116,4.00962967084399,S83,81
number one,2.29179346230516,2.96334437990141,S83,82
number four,3.99192342864938,4.85596000549674,S83,83
number one,1.11286435111408,1.7779457388329,S83,84
number one,1.39937771380593,2.08955814870029,S83,85
number two,1.28226383886888,1.99923862878485,S83,86
number two,2.35907132357561,3.02666736955068,S83,87
number two,5.37203730795425,6.19169016657881,S83,88
number two,4.70086380547181,5.40829704577045,S83,89
number three,1.87203165761295,2.65770126420457,S83,9
number two,5.31458845838923,6.23655361724875,S83,90
number one,1.4235534374959,2.1288515769028,S83,91
number two,1.9927757030604,2.74191525812676,S83,92
number one,2.31921703828467,2.99615161060226,S83,93
number two,2.70665339788308,3.41046741719358,S83,94
number two,2.95096802784926,3.63324053382898,S83,95
number one,1.88831746300535,2.56967010481775,S83,96
number two,2.81587217859436,3.50018652901967,S83,97
number one,1.75605113178773,2.42104652037137,S83,98
number one,1.80758483746143,2.40267889523568,S83,99
number two,4.10164101509621,5.17084141061966,S84,1
number four,1.6553506077494,2.41398308844949,S84,10
number two,1.55826104480415,2.19433242045769,S84,100
number four,5.31115260545864,5.92107153524718,S84,11
number one,2.10253111219299,2.81951805810485,S84,12
number one,1.65569888744751,2.36911886501032,S84,13
number two,4.21985105981939,5.08112387121095,S84,14
number one,1.24149470905071,1.94431883114287,S84,15
number three,2.96375637744602,4.09763864571857,S84,16
number two,2.73529603411474,3.44974473550965,S84,17
number one,1.93084923776396,2.65513939715265,S84,18
number two,2.36557370488078,3.272496635262,S84,19
number one,3.25910933978965,4.05362704611652,S84,2
number one,1.90896465790346,2.64279346398509,S84,20
number two,2.40792507229592,3.3151685943899,S84,21
number two,3.35288450224758,4.86642301588981,S84,22
number two,3.23735017970244,4.04541274981865,S84,23
number one,2.8572330829897,3.79200013842649,S84,24
number one,1.50618936541871,2.21034411547994,S84,25
number two,3.34332679167385,4.16014077167391,S84,26
number one,2.74154186813264,3.51095399570407,S84,27
number one,1.08642377790747,1.7507050470902,S84,28
number four,3.66810334948421,4.69755871853359,S84,29
number one,2.17360245458385,2.99853119686162,S84,3
number one,1.54758043603671,2.32483844251386,S84,30
number two,2.16269699013106,2.9904190714069,S84,31
number one,2.00471431830499,2.88905104543917,S84,32
number two,1.76693771513643,2.57156412993409,S84,33
number three,2.0322834396563,2.86980180216503,S84,34
number one,1.51556460300325,2.38277879346533,S84,35
number three,4.40074061261784,5.19392333658904,S84,36
number two,2.02549284634089,2.83190945832573,S84,37
number three,2.98326250533799,3.86220414748603,S84,38
number one,1.07416456960618,1.8008859281748,S84,39
number two,2.14211438530072,2.92531177508787,S84,4
number two,3.48224171482195,4.31010313646869,S84,40
number one,1.00102933263986,1.71158829677967,S84,41
number one,1.21053291576916,1.95109977223467,S84,42
number three,1.49629317654854,2.3442359405559,S84,43
number two,1.99378292106095,2.92589815506387,S84,44
number two,1.11988752915104,1.83331893697865,S84,45
number four,3.22774477784397,3.87561218677227,S84,46
number three,2.15615618270818,2.99773228922131,S84,47
number two,1.94431883114287,2.82563796836955,S84,48
number two,1.71969285043992,2.71214645656751,S84,49
number two,4.18105417817841,5.01117715936081,S84,5
number three,2.60074840213163,3.34853991168256,S84,50
number four,1.65184426348205,2.45540330926661,S84,51
number two,0.977284197306126,1.66070753137527,S84,52
number one,2.00007227609768,2.84895232181874,S84,53
number three,1.67717305293234,2.48245806870187,S84,54
number four,2.0063790728718,2.98887891411812,S84,55
number one,1.32617552948971,2.3335019058841,S84,56
number one,1.51604934165102,2.24144660383045,S84,57
number one,1.2245663645811,1.94541909862182,S84,58
number two,2.67090571173894,3.54116035263812,S84,59
number one,2.50747253057394,3.12173133233142,S84,6
number four,2.46478630948601,3.43011716726993,S84,60
number one,2.75814081535217,3.55313859280068,S84,61
number two,1.39240493779376,2.121293692288,S84,62
number one,3.41534687023424,4.15679548998441,S84,63
number four,2.64832726037518,3.39627298778454,S84,64
number two,3.24368965856704,3.97614102702374,S84,65
number two,3.04452533792694,4.27405606205538,S84,66
number one,1.96531250216291,2.9041258713393,S84,67
number one,1.16697454733363,1.81092137543514,S84,68
number three,4.03682715605134,4.82390575575318,S84,69
number three,1.89645681547178,2.60464245748677,S84,7
number one,2.6154426801787,3.65399654000979,S84,70
number two,1.85730259593342,2.68377932264425,S84,71
number four,4.29840285131685,5.18580470374548,S84,72
number four,2.44699122705337,3.22676389178677,S84,73
number two,4.55931398386391,5.33250281607185,S84,74
number four,3.62154254682562,4.59446382616859,S84,75
number four,2.38825380563644,3.08019631563793,S84,76
number two,1.73954936265018,2.59244143131644,S84,77
number three,2.10544822597385,3.01990370085902,S84,78
number two,2.86502623753112,3.49306213702945,S84,79
number four,1.99034004063422,2.68762048429783,S84,8
number two,1.13610275680381,1.72390412420216,S84,80
number four,2.45916692520837,3.29850360698435,S84,81
number one,1.82224631246285,2.64248211459227,S84,82
number one,1.195306448356,2.01497073724536,S84,83
number two,3.11165155768437,4.51229334588579,S84,84
number one,1.06880474305591,1.69396330018153,S84,85
number one,1.6515403877756,2.3315839921191,S84,86
number one,1.74916687212248,3.01990370085902,S84,87
number four,1.770883587692,2.34157403011582,S84,88
number two,2.83528853354944,3.5997283144996,S84,89
number two,1.56812223058829,2.20603387887481,S84,9
number one,4.43571920657432,5.24681297405612,S84,90
number four,3.1811398628301,4.25697924644249,S84,92
number four,2.2455291691823702,2.80332609147773,S84,93
number four,2.03052021547494,2.48112411446527,S84,94
number two,2.22899378391155,2.86492291626978,S84,95
number one,1.06434646805826,1.78194066946678,S84,96
number two,4.01477286666136,4.89484610502471,S84,97
number one,1.89356439133168,2.99612773404912,S84,98
number three,1.13849803229436,1.94193134516611,S84,99
number one,2.49783217266756,3.14444352249716,S85,10
number three,3.45669162711264,4.16691113053114,S85,100
number one,1.73211087155265,2.46179520876361,S85,11
number one,0.946571439994974,1.67350199055273,S85,12
number two,1.23162979784693,1.93646564654409,S85,13
number one,1.29532363474357,1.94592142549715,S85,14
number two,2.71612792623346,3.90139975788804,S85,15
number three,3.46304053913757,4.215548212232,S85,16
number two,1.39599869771586,2.14154152945813,S85,17
number four,3.57915506084886,4.54501243654473,S85,18
number three,2.7551239027937,3.52712398746232,S85,19
number two,1.58326369069878,2.36833999829991,S85,2
number two,1.87459590922851,2.58448393496777,S85,20
number two,2.37862448959433,3.0024150435993,S85,21
number three,2.9359066024394598,3.88838585106587,S85,22
number two,1.35824554910125,2.0318125476891,S85,23
number one,3.45372001227023,4.58399031686562,S85,24
number one,1.16426729079541,1.80986951153257,S85,25
number four,2.08409245007827,3.37573233021168,S85,26
number one,3.65763161822244,4.42661411298356,S85,27
number two,0.995591562569612,1.77082913366858,S85,28
number one,1.95537813714907,2.80505249555742,S85,29
number two,1.93791517345813,2.78722956924163,S85,3
number one,1.7954225290452,2.4321454297924,S85,30
number two,2.64733853776607,3.42004729885237,S85,32
number one,2.0279863374401,2.73778292106095,S85,33
number three,0.921854466051744,1.58515273246158,S85,34
number one,1.17437991955808,1.91423809960592,S85,35
number three,2.72197125903258,4.35566181333995,S85,36
number four,3.79197981795573,5.00518812394815,S85,37
number two,2.23347647976067,3.04415150039865,S85,38
number one,1.89368648349348,2.55133819909156,S85,39
number one,1.46543764105138,2.09854186510876,S85,4
number two,4.0444055318181,4.59271533432852,S85,40
number two,2.43380153471968,3.3998015165764,S85,41
number three,2.99029477786077,4.01434399452476,S85,42
number one,1.8245952742138,2.30984430581637,S85,43
number two,3.43053672585743,4.83613924898255,S85,44
number one,1.75405760893778,2.46037848489522,S85,45
number three,2.89527435894593,3.60612252692849,S85,46
number four,4.44337695178827,5.50734174173448,S85,47
number two,2.15693393528696,2.6820072794861,S85,48
number three,2.76295851942792,3.50900137989705,S85,49
number three,3.26553174418382,4.15460223384064,S85,5
number three,2.58498870379386,3.15721225316323,S85,50
number one,1.43083306605598,2.15430024637899,S85,51
number three,2.45011304404213,3.17265437291625,S85,52
number two,2.56419851702226,3.14730204558734,S85,53
number three,1.84317885273337,2.39241450669268,S85,54
number one,3.54509321041599,4.81474416399641,S85,56
number one,1.80758483746143,2.47096837727534,S85,57
number one,2.08971349278586,2.70279860592432,S85,58
number four,2.81711818631735,4.03811140980322,S85,6
number four,2.77349733377818,3.66022298625579,S85,60
number four,3.92698482718024,4.92252787059408,S85,61
number four,3.5969297986197,4.36414804108041,S85,62
number two,2.49126622941368,3.2815892099913,S85,63
number one,2.76335098405441,3.51185044429191,S85,64
number two,2.34263657301712,3.02640698798411,S85,65
number two,2.86741482420004,3.54116035263812,S85,66
number two,2.73248723704427,3.79344441588558,S85,69
number two,1.44659573989125,2.15458634167353,S85,7
number three,3.22620711088802,3.76320095124532,S85,70
number two,4.23093864649134,5.02442400033061,S85,71
number two,3.49790001642975,4.24399512953796,S85,73
number one,2.0373733049895,2.74878718036333,S85,74
number two,3.55682980631379,4.32528650889407,S85,75
number one,2.1466734656919,2.84826311918554,S85,76
number two,2.62972940914401,3.24515935946167,S85,77
number four,2.82807488738568,3.65778692333356,S85,78
number one,2.53652720063676,3.10490854813798,S85,79
number three,2.55803718095131,3.4092490006918,S85,8
number three,3.21593274085453,4.01434399452476,S85,81
number four,3.56920370297573,4.39166840674137,S85,83
number four,2.39062046178673,3.01441101579171,S85,85
number two,2.04410868360778,2.88886240373563,S85,86
number four,2.60631353935361,3.70697945811406,S85,87
number two,2.28506399973927,3.55546935079657,S85,88
number three,1.71899774653774,2.5205107749229,S85,89
number four,2.36734548059358,3.2198146294622,S85,9
number one,2.22267685109308,2.93043921044488,S85,91
number three,2.87595382468689,3.755581282723,S85,92
number one,2.50755187717404,3.42921948628318,S85,93
number two,2.14018089250814,3.38974614934135,S85,94
number two,2.63735539152689,3.50018652901967,S85,96
number three,2.93732199580084,3.84807442775599,S85,98
number three,5.65223627923042,6.66991847553463,S86,1
number one,2.62759729551109,3.27492192587022,S86,10
number three,8.38782750625497,9.05589972092048,S86,11
number three,4.14900138880827,4.83241682249752,S86,12
number one,2.4713544719318,3.08019352579249,S86,13
number two,3.75204506883335,4.37827870659413,S86,14
number two,6.33814333746359,7.54586396744923,S86,15
number two,2.36949767536544,3.13312385292933,S86,16
number two,1.85477346891108,2.5108168542385,S86,17
number one,6.47760648189039,7.16550840561277,S86,18
number one,4.21128106669897,4.98371033715823,S86,19
number one,1.61318255866578,2.4243770213375,S86,2
number two,3.47993918461,4.28127289479742,S86,20
number one,1.46449098031694,2.19604421642529,S86,21
number two,2.1159866328956,2.8307528361495,S86,22
number one,1.47920347681548,2.08245131978846,S86,23
number one,2.72239342389608,3.38820804701255,S86,24
number three,4.77653453163962,5.39957256446126,S86,25
number four,6.74931634629863,7.44146083114834,S86,26
number two,5.45312200006337,6.12500032329819,S86,27
number one,2.63912943003342,3.39003223953115,S86,28
number three,5.0593875762085,5.83169851616505,S86,29
number three,2.38003260145368,3.19199942344696,S86,3
number one,2.67823404938415,3.25390081615268,S86,30
number two,4.80065843419928,5.5019697097915,S86,31
number two,6.00882778693275,6.74485668693099,S86,32
number one,1.71781328393853,2.36650609654026,S86,33
number three,7.67307951873713,8.5363198414521,S86,34
number two,1.30416109278714,1.90951359857244,S86,35
number three,3.38517725629471,4.12562276849242,S86,36
number two,5.55287468956504,6.44611781344993,S86,37
number two,2.79602106513435,3.65962894676852,S86,38
number two,1.5902763248987,2.41131323725236,S86,39
number one,1.58614877829455,2.37254619617106,S86,4
number two,3.26122007634099,3.91154952925484,S86,40
